Mod:Item:MetaData, Localized Name
TConstruct:jerky:2, Вяленый бекон
TConstruct:jerky:3, Вяленая баранина
TConstruct:jerky:4, Вяленая рыбка
TConstruct:jerky:5, Вяленое мясо монстра
TConstruct:jerky:6, Студенистая слизь
TConstruct:jerky:7, Капля свернувшейся крови
TConstruct:heartCanister:0, Пустая банка
TConstruct:heartCanister:1, Маленькое красное сердечко
TConstruct:heartCanister:2, Банка с красным сердцем
TConstruct:heartCanister:3, Маленькое жёлтое сердечко
TConstruct:heartCanister:4, Банка с жёлтым сердцем
TConstruct:heartCanister:5, Маленькое зелёное сердечко
TConstruct:heartCanister:6, Банка с зелёным сердцем
TConstruct:knapsack:0, Ранец
TConstruct:helmetWood, Деревянный шлем
TConstruct:chestplateWood, Деревянная кираса
TConstruct:leggingsWood, Деревянные поножи
TConstruct:bootsWood, Деревянные ботинки
TConstruct:travelGoggles, Очки путешественника
TConstruct:travelVest, Жилет путешественника
TConstruct:travelWings, Крылья путешественника
TConstruct:travelBoots, Ботинки путешественника
TConstruct:travelGlove, Перчатки путешественника
TConstruct:travelBelt, Пояс путешественника
TConstruct:bowstring:0, Тетива
TConstruct:arrowhead:0, Деревянный наконечник стрелы
TConstruct:arrowhead:1, Каменный наконечник стрелы
TConstruct:arrowhead:2, Железный наконечник стрелы
TConstruct:arrowhead:3, Кремниевый наконечник стрелы
TConstruct:arrowhead:4, Кактусовый наконечник стрелы
TConstruct:arrowhead:5, Костяной наконечник стрелы
TConstruct:arrowhead:6, Обсидиановый наконечник стрелы
TConstruct:arrowhead:7, Наконечник стрелы из камня Нижнего мира
TConstruct:arrowhead:8, Слизневый наконечник стрелы
TConstruct:arrowhead:9, Бумажный наконечник стрелы
TConstruct:arrowhead:10, Кобальтовый наконечник стрелы
TConstruct:arrowhead:11, Ардитовый наконечник стрелы
TConstruct:arrowhead:12, Мануллиновый наконечник стрелы
TConstruct:arrowhead:13, Медный наконечник стрелы
TConstruct:arrowhead:14, Бронзовый наконечник стрелы
TConstruct:arrowhead:15, Алюмитовый наконечник стрелы
TConstruct:arrowhead:16, Стальной наконечник стрелы
TConstruct:arrowhead:17, Наконечник стрелы из синей слизи
TConstruct:arrowhead:18, Наконечник стрелы из свиного железа
TConstruct:fletching:0, Перьевое оперение
TConstruct:fletching:1, Листовое оперение
TConstruct:fletching:2, Слизневое оперение
TConstruct:fletching:3, Слизневое оперение
TConstruct:fletching:4, Оперение из слизневого листа
TConstruct:ShurikenPart:0, Деревянный сюрикэн
TConstruct:ShurikenPart:1, Каменный сюрикэн
TConstruct:ShurikenPart:2, Железный сюрикэн
TConstruct:ShurikenPart:3, Кремниевый сюрикэн
TConstruct:ShurikenPart:4, Кактусовый сюрикэн
TConstruct:ShurikenPart:5, Костяной сюрикэн
TConstruct:ShurikenPart:6, Обсидиановый сюрикэн
TConstruct:ShurikenPart:7, Сюрикэн из камня Нижнего мира
TConstruct:ShurikenPart:8, Слизневый сюрикэн
TConstruct:ShurikenPart:9, Бумажный сюрикэн
TConstruct:ShurikenPart:10, Кобальтовый сюрикэн
TConstruct:ShurikenPart:11, Ардитовый сюрикэн
TConstruct:ShurikenPart:12, Мануллиновый сюрикэн
TConstruct:ShurikenPart:13, Медный сюрикэн
TConstruct:ShurikenPart:14, Бронзовый сюрикэн
TConstruct:ShurikenPart:15, Алюмитовый сюрикэн
TConstruct:ShurikenPart:16, Стальной сюрикэн
TConstruct:ShurikenPart:17, Сюрикэн из синей слизи
TConstruct:ShurikenPart:18, Сюрикэн из свиного железа
TConstruct:BowLimbPart:0, Деревянное плечо лука
TConstruct:BowLimbPart:1, Каменное плечо лука
TConstruct:BowLimbPart:2, Железное плечо лука
TConstruct:BowLimbPart:3, Кремниевое плечо лука
TConstruct:BowLimbPart:4, Кактусовое плечо лука
TConstruct:BowLimbPart:5, Костяное плечо лука
TConstruct:BowLimbPart:6, Обсидиановое плечо лука
TConstruct:BowLimbPart:7, Плечо лука из камня Нижнего мира
TConstruct:BowLimbPart:8, Слизневое плечо лука
TConstruct:BowLimbPart:9, Бумажное плечо лука
TConstruct:BowLimbPart:10, Кобальтовое плечо лука
TConstruct:BowLimbPart:11, Ардитовое плечо лука
TConstruct:BowLimbPart:12, Мануллиновое плечо лука
TConstruct:BowLimbPart:13, Медное плечо лука
TConstruct:BowLimbPart:14, Бронзовое плечо лука
TConstruct:BowLimbPart:15, Алюмитовое плечо лука
TConstruct:BowLimbPart:16, Стальное плечо лука
TConstruct:BowLimbPart:17, Плечо лука из синей слизи
TConstruct:BowLimbPart:18, Плечо лука из свиного железа
TConstruct:CrossbowLimbPart:0, Деревянное плечо арбалета
TConstruct:CrossbowLimbPart:1, Каменное плечо арбалета
TConstruct:CrossbowLimbPart:2, Железное плечо арбалета
TConstruct:CrossbowLimbPart:3, Кремниевое плечо арбалета
TConstruct:CrossbowLimbPart:4, Кактусовое плечо арбалета
TConstruct:CrossbowLimbPart:5, Костяное плечо арбалета
TConstruct:CrossbowLimbPart:6, Обсидиановое плечо арбалета
TConstruct:CrossbowLimbPart:7, Плечо арбалета из камня Нижнего мира
TConstruct:CrossbowLimbPart:8, Слизневое плечо арбалета
TConstruct:CrossbowLimbPart:9, Бумажное плечо арбалета
TConstruct:CrossbowLimbPart:10, Кобальтовое плечо арбалета
TConstruct:CrossbowLimbPart:11, Ардитовое плечо арбалета
TConstruct:CrossbowLimbPart:12, Мануллиновое плечо арбалета
TConstruct:CrossbowLimbPart:13, Медное плечо арбалета
